id,name,flowType,category,referenceUnit,casNumber,status,description,source,sourceDatabase
FLOW_PA12,PA12,ProductFlow,material,kg,,candidate,Intermediate/product flow for PA12,,
FLOW_PETG,PETG,ProductFlow,material,kg,,candidate,Intermediate/product flow for PETG,,
FLOW_ALUMINUM,Aluminum,ProductFlow,material,kg,,candidate,Intermediate/product flow for aluminum,,
FLOW_STEEL,Steel,ProductFlow,material,kg,,candidate,Intermediate/product flow for steel,,
FLOW_TPU,TPU,ProductFlow,material,kg,,candidate,Intermediate/product flow for TPU,,
FLOW_SILICONE,Silicone,ProductFlow,material,kg,,candidate,Intermediate/product flow for silicone,,
FLOW_ELECTRICITY,Electricity,ProductFlow,energy,kWh,,candidate,Electricity input as intermediate/product flow,,
FLOW_COMPONENT,Finished gripper component,ProductFlow,product,pcs,,candidate,Reference product output,,
FLOW_WASTE,Manufacturing waste,WasteFlow,waste,kg,,candidate,Generic waste flow,,
fe0acd60-3ddc-11dd-a2b4-0050c2490048,benzo[a]anthracene,ElementaryFlow,Emissions / Emissions to water,kg,000056-55-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a2b8-0050c2490048,benzo[a]anthracene,ElementaryFlow,Emissions / Emissions to water,kg,000056-55-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a2be-0050c2490048,molybdenum,ElementaryFlow,Resources / Resources from ground,kg,007439-98-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a2bf-0050c2490048,gold,ElementaryFlow,Resources / Resources from ground,kg,007440-57-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a2e0-0050c2490048,chlorobenzene,ElementaryFlow,Emissions / Emissions to air,kg,000108-90-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a2e4-0050c2490048,chlorobenzene,ElementaryFlow,Emissions / Emissions to water,kg,000108-90-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a2eb-0050c2490048,ethyl benzene,ElementaryFlow,Emissions / Emissions to air,kg,000100-41-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a2ef-0050c2490048,ethyl benzene,ElementaryFlow,Emissions / Emissions to water,kg,000100-41-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a2f4-0050c2490048,diuron,ElementaryFlow,Emissions / Emissions to soil,kg,000330-54-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a2f6-0050c2490048,diuron,ElementaryFlow,Emissions / Emissions to air,kg,000330-54-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a2fa-0050c2490048,diuron,ElementaryFlow,Emissions / Emissions to water,kg,000330-54-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a300-0050c2490048,anthracene,ElementaryFlow,Emissions / Emissions to air,kg,000120-12-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a304-0050c2490048,anthracene,ElementaryFlow,Emissions / Emissions to water,kg,000120-12-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a308-0050c2490048,2-methyl-1-butene,ElementaryFlow,Emissions / Emissions to air,kg,000563-46-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a30c-0050c2490048,2-methyl-2-butene,ElementaryFlow,Emissions / Emissions to air,kg,000513-35-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a319-0050c2490048,erbium,ElementaryFlow,Resources / Resources from ground,kg,007440-52-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a31a-0050c2490048,esfenvalerate,ElementaryFlow,Emissions / Emissions to soil,kg,066230-04-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a31c-0050c2490048,esfenvalerate,ElementaryFlow,Emissions / Emissions to air,kg,066230-04-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a350-0050c2490048,argon,ElementaryFlow,Emissions / Emissions to air,kg,007440-37-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a354-0050c2490048,argon,ElementaryFlow,Resources / Resources from air,kg,007440-37-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a355-0050c2490048,argon-41,ElementaryFlow,Emissions / Emissions to air,kBq,014163-25-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a3a4-0050c2490048,chloroethane,ElementaryFlow,Emissions / Emissions to air,kg,000075-00-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a3b6-0050c2490048,tributyltin,ElementaryFlow,Emissions / Emissions to water,kg,000688-73-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a3ca-0050c2490048,atrazine,ElementaryFlow,Emissions / Emissions to soil,kg,001912-24-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a3cc-0050c2490048,atrazine,ElementaryFlow,Emissions / Emissions to air,kg,001912-24-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a3d5-0050c2490048,isoproturon,ElementaryFlow,Emissions / Emissions to soil,kg,034123-59-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a3d7-0050c2490048,isoproturon,ElementaryFlow,Emissions / Emissions to air,kg,034123-59-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a3ea-0050c2490048,HFC-125,ElementaryFlow,Emissions / Emissions to air,kg,000354-33-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a3f1-0050c2490048,ethanol,ElementaryFlow,Emissions / Emissions to water,kg,000064-17-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a3fc-0050c2490048,tetrachloroethene,ElementaryFlow,Emissions / Emissions to air,kg,000127-18-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a400-0050c2490048,tetrachloroethene,ElementaryFlow,Emissions / Emissions to water,kg,000127-18-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a404-0050c2490048,tetrachloroethene,ElementaryFlow,Emissions / Emissions to water,kg,000127-18-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a40f-0050c2490048,diethylamine,ElementaryFlow,Emissions / Emissions to air,kg,000109-89-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a412-0050c2490048,trichloroethene,ElementaryFlow,Emissions / Emissions to air,kg,000079-01-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a41b-0050c2490048,ethephon,ElementaryFlow,Emissions / Emissions to soil,kg,016672-87-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a429-0050c2490048,terbufos,ElementaryFlow,Emissions / Emissions to soil,kg,013071-79-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a434-0050c2490048,isobutanol,ElementaryFlow,Emissions / Emissions to water,kg,000078-83-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a43e-0050c2490048,ethephon,ElementaryFlow,Emissions / Emissions to water,kg,016672-87-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a453-0050c2490048,ethoprophos,ElementaryFlow,Emissions / Emissions to air,kg,013194-48-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a457-0050c2490048,ethoprophos,ElementaryFlow,Emissions / Emissions to water,kg,013194-48-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a47d-0050c2490048,ethylene,ElementaryFlow,Emissions / Emissions to air,kg,000074-85-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a485-0050c2490048,ethylene glycol,ElementaryFlow,Emissions / Emissions to water,kg,000107-21-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a488-0050c2490048,ethylene oxide,ElementaryFlow,Emissions / Emissions to air,kg,000075-21-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a492-0050c2490048,vinyl chloride,ElementaryFlow,Emissions / Emissions to air,kg,000075-01-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a496-0050c2490048,vinyl chloride,ElementaryFlow,Emissions / Emissions to water,kg,000075-01-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a4e9-0050c2490048,sethoxydim,ElementaryFlow,Emissions / Emissions to soil,kg,074051-80-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a4eb-0050c2490048,sethoxydim,ElementaryFlow,Emissions / Emissions to air,kg,074051-80-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a4ee-0050c2490048,cobalt,ElementaryFlow,Emissions / Emissions to water,kg,007440-48-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a4f1-0050c2490048,cobalt,ElementaryFlow,Emissions / Emissions to soil,kg,007440-48-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a4f2-0050c2490048,cobalt,ElementaryFlow,Emissions / Emissions to water,kg,007440-48-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a4f3-0050c2490048,cobalt,ElementaryFlow,Resources / Resources from ground,kg,007440-48-4,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a4f4-0050c2490048,cobalt-57,ElementaryFlow,Emissions / Emissions to water,kBq,013981-50-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a4f7-0050c2490048,cobalt-58,ElementaryFlow,Emissions / Emissions to air,kBq,013981-38-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a506-0050c2490048,flutolanil,ElementaryFlow,Emissions / Emissions to water,kg,066332-96-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a553-0050c2490048,isophorone,ElementaryFlow,Emissions / Emissions to air,kg,000078-59-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a578-0050c2490048,2-butene-trans,ElementaryFlow,Emissions / Emissions to air,kg,000624-64-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a590-0050c2490048,dimethylamine,ElementaryFlow,Emissions / Emissions to air,kg,000124-40-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a5da-0050c2490048,fluazifop-p-butyl,ElementaryFlow,Emissions / Emissions to soil,kg,079241-46-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a5df-0050c2490048,fluoranthene,ElementaryFlow,Emissions / Emissions to water,kg,000206-44-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a5e3-0050c2490048,fluoranthene,ElementaryFlow,Emissions / Emissions to water,kg,000206-44-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a5e4-0050c2490048,fluorene,ElementaryFlow,Emissions / Emissions to air,kg,000086-73-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a5eb-0050c2490048,fluroxypyr,ElementaryFlow,Emissions / Emissions to water,kg,069377-81-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a604-0050c2490048,imazaquin,ElementaryFlow,Emissions / Emissions to soil,kg,081335-37-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a606-0050c2490048,imazaquin,ElementaryFlow,Emissions / Emissions to air,kg,081335-37-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a61d-0050c2490048,chlormequat,ElementaryFlow,Emissions / Emissions to soil,kg,007003-89-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a621-0050c2490048,chlormequat chloride,ElementaryFlow,Emissions / Emissions to air,kg,000999-81-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a632-0050c2490048,furan,ElementaryFlow,Emissions / Emissions to air,kg,000110-00-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a63f-0050c2490048,glutaraldehyde,ElementaryFlow,Emissions / Emissions to water,kg,000111-30-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a644-0050c2490048,glyphosate,ElementaryFlow,Emissions / Emissions to soil,kg,001071-83-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a646-0050c2490048,glyphosate,ElementaryFlow,Emissions / Emissions to air,kg,001071-83-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a64a-0050c2490048,glyphosate,ElementaryFlow,Emissions / Emissions to water,kg,001071-83-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a64d-0050c2490048,glyphosate,ElementaryFlow,Emissions / Emissions to soil,kg,001071-83-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a64f-0050c2490048,glyphosate-trimesium,ElementaryFlow,Emissions / Emissions to soil,kg,081591-81-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a657-0050c2490048,helium,ElementaryFlow,Resources / Resources from air,kg,007440-59-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a663-0050c2490048,heptane,ElementaryFlow,Emissions / Emissions to air,kg,000142-82-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a66a-0050c2490048,dysprosium,ElementaryFlow,Resources / Resources from ground,kg,007429-91-6,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a66b-0050c2490048,endosulfan,ElementaryFlow,Emissions / Emissions to soil,kg,000115-29-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a682-0050c2490048,naphthalene,ElementaryFlow,Emissions / Emissions to air,kg,000091-20-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a686-0050c2490048,naphthalene,ElementaryFlow,Emissions / Emissions to water,kg,000091-20-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a694-0050c2490048,hexane,ElementaryFlow,Emissions / Emissions to water,kg,000110-54-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a698-0050c2490048,hexane,ElementaryFlow,Emissions / Emissions to water,kg,000110-54-3,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6ba-0050c2490048,hydrocyanic acid,ElementaryFlow,Emissions / Emissions to air,kg,000074-90-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6be-0050c2490048,hydrocyanic acid,ElementaryFlow,Emissions / Emissions to water,kg,000074-90-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6c4-0050c2490048,linuron,ElementaryFlow,Emissions / Emissions to soil,kg,000330-55-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6d2-0050c2490048,HFC-134a,ElementaryFlow,Emissions / Emissions to air,kg,000811-97-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6f1-0050c2490048,tributyltin oxide,ElementaryFlow,Emissions / Emissions to water,kg,000056-35-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6f5-0050c2490048,zirconium-95,ElementaryFlow,Emissions / Emissions to water,kBq,013967-71-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6f8-0050c2490048,crude oil,ElementaryFlow,Resources / Resources from ground,MJ,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6f9-0050c2490048,brown coal,ElementaryFlow,Resources / Resources from ground,MJ,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6fa-0050c2490048,natural gas,ElementaryFlow,Resources / Resources from ground,MJ,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6fb-0050c2490048,sulfide,ElementaryFlow,Emissions / Emissions to soil,kg,018496-25-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6fc-0050c2490048,hard coal,ElementaryFlow,Resources / Resources from ground,MJ,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6fd-0050c2490048,biomass,ElementaryFlow,Resources / Resources from biosphere,MJ,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a6ff-0050c2490048,inert rock,ElementaryFlow,Resources / Resources from ground,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a702-0050c2490048,particles (> PM10),ElementaryFlow,Emissions / Emissions to water,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a705-0050c2490048,particles (> PM10),ElementaryFlow,Emissions / Emissions to water,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a706-0050c2490048,silicium tetrafluoride,ElementaryFlow,Emissions / Emissions to air,kg,007783-61-1,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a70a-0050c2490048,particles (> PM10),ElementaryFlow,Emissions / Emissions to air,kg,,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a719-0050c2490048,2,4-dimethylpentane,ElementaryFlow,Emissions / Emissions to air,kg,000108-08-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a72c-0050c2490048,aluminium,ElementaryFlow,Emissions / Emissions to soil,kg,007429-90-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a72e-0050c2490048,aluminium,ElementaryFlow,Emissions / Emissions to air,kg,007429-90-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a732-0050c2490048,aluminium,ElementaryFlow,Emissions / Emissions to water,kg,007429-90-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a735-0050c2490048,aluminium,ElementaryFlow,Emissions / Emissions to soil,kg,007429-90-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a736-0050c2490048,aluminium,ElementaryFlow,Emissions / Emissions to water,kg,007429-90-5,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a745-0050c2490048,1,2-dichloroethane,ElementaryFlow,Emissions / Emissions to air,kg,000107-06-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a749-0050c2490048,1,2-dichloroethane,ElementaryFlow,Emissions / Emissions to water,kg,000107-06-2,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a75b-0050c2490048,molybdenum,ElementaryFlow,Emissions / Emissions to soil,kg,007439-98-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a75d-0050c2490048,molybdenum,ElementaryFlow,Emissions / Emissions to air,kg,007439-98-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a761-0050c2490048,molybdenum,ElementaryFlow,Emissions / Emissions to water,kg,007439-98-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a78f-0050c2490048,beryllium,ElementaryFlow,Emissions / Emissions to water,kg,007440-41-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a792-0050c2490048,beryllium,ElementaryFlow,Emissions / Emissions to soil,kg,007440-41-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a793-0050c2490048,beryllium,ElementaryFlow,Emissions / Emissions to water,kg,007440-41-7,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a79a-0050c2490048,cobalt-60,ElementaryFlow,Emissions / Emissions to water,kBq,010198-40-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a79d-0050c2490048,cobalt-60,ElementaryFlow,Emissions / Emissions to water,kBq,010198-40-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a79e-0050c2490048,copper,ElementaryFlow,Emissions / Emissions to soil,kg,007440-50-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7a0-0050c2490048,copper,ElementaryFlow,Emissions / Emissions to air,kg,007440-50-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7a4-0050c2490048,copper,ElementaryFlow,Emissions / Emissions to water,kg,007440-50-8,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7a5-0050c2490048,acetaldehyde,ElementaryFlow,Emissions / Emissions to air,kg,000075-07-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7a9-0050c2490048,acetaldehyde,ElementaryFlow,Emissions / Emissions to water,kg,000075-07-0,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7b1-0050c2490048,chrysene,ElementaryFlow,Emissions / Emissions to air,kg,000218-01-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
fe0acd60-3ddc-11dd-a7b5-0050c2490048,chrysene,ElementaryFlow,Emissions / Emissions to water,kg,000218-01-9,reference,ILCD/EF background flow (Sphera GaBi dataset, Aluminium profile EN15804 A1-A3).,,
