id,name,flowType,category,referenceUnit,casNumber,status,description,source,sourceDatabase
FLOW_PA12,PA12,ProductFlow,material,kg,,candidate,Intermediate/product flow for PA12,,
FLOW_PETG,PETG,ProductFlow,material,kg,,candidate,Intermediate/product flow for PETG,,
FLOW_ALUMINUM,Aluminum,ProductFlow,material,kg,,candidate,Intermediate/product flow for aluminum,,
FLOW_STEEL,Steel,ProductFlow,material,kg,,candidate,Intermediate/product flow for steel,,
FLOW_TPU,TPU,ProductFlow,material,kg,,candidate,Intermediate/product flow for TPU,,
FLOW_SILICONE,Silicone,ProductFlow,material,kg,,candidate,Intermediate/product flow for silicone,,
FLOW_ELECTRICITY,Electricity,ProductFlow,energy,kWh,,candidate,Electricity input as intermediate/product flow,,
FLOW_COMPONENT,Finished gripper component,ProductFlow,product,pcs,,candidate,Reference product output,,
FLOW_WASTE,Manufacturing waste,WasteFlow,waste,kg,,candidate,Generic waste flow,,
dc50a884-b2f5-4c95-9912-07b8dfb2d497,Mineral waste,ProductFlow,Deposited goods / Consumer waste,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
dc6dbdaa-9f13-43a8-8af5-6603688c6ad0,Arsenic,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
dd03814e-c0f1-4953-b685-760c7e85272a,Fluorine,ElementaryFlow,Elementary flows / Emission to water,kg,007782-41-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
dd5265e8-4b6b-4052-a4d0-31c00d586aed,Radioactive species, unspecified,ElementaryFlow,Elementary flows / Emission to water,kBq,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
dd5613aa-888e-483b-a529-49d446d1a823,Ethene, chloro-,ElementaryFlow,Elementary flows / Emission to water,kg,000075-01-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ddc17e11-bf2e-4816-87b8-27293955ae37,trans-2-Butene,ElementaryFlow,Elementary flows / Emission to air,kg,000624-64-6,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ddce24d4-f536-4b44-a51a-e3bca0faf0b0,Phenanthrene,ElementaryFlow,Elementary flows / Emission to air,kg,000085-01-8,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ddfc151d-e0f7-4b1e-9ed3-febab09d0c6e,CaF2 (low radioactice),ProductFlow,Deposited goods / Radioactive waste,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
de875382-6ef2-454c-b828-2c3a5080d39c,Fluoride,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
de8e110e-4873-4557-8304-b924f92686df,BOF Gas Dust,ProductFlow,Production residues in life cycle / Hazardous waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
dec695c4-3b3b-453b-9c9f-f346a60fd073,Phthalate, n-dioctyl-,ElementaryFlow,Elementary flows / Emission to air,kg,000117-84-0,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
dec83914-1ca6-4707-b65d-2706da3a3988,4-Methyl-2-pentanone,ElementaryFlow,Elementary flows / Emission to water,kg,000108-10-1,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
dedd8f92-eac1-4240-85cd-ccbf69b0a21c,carbonyl sulphide,ProductFlow,Materials production / Organic chemicals,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
df28f5b4-4754-4e51-ac98-31238976d7c7,Tin,ElementaryFlow,Elementary flows / Emission to water,kg,007440-31-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
df413bba-3c03-412b-a80a-c6082b6b9b33,Cooling water,ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
df5f3f08-b71d-4816-b861-59604c1e6f11,Carbon-14,ElementaryFlow,Elementary flows / Emission to water,kBq,014762-75-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
df79428f-f7f6-4788-8971-8c959827ed82,Erosion Resistance,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e0241436-ad0b-40ab-90f8-db4fd79f4e8c,Water, rain,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e0336c9b-a0ff-4ae3-b8bb-ca1e46bbbc11,Chromium,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e0401210-0377-4670-84af-12247ca20bed,Aluminium,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e06e2e1e-ad87-49e2-a184-f2d1c48b7b46,Methane, chlorotrifluoro-, CFC-13,ElementaryFlow,Elementary flows / Emission to air,kg,000075-72-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e086c325-bff8-41c9-a8d9-21d3bdac3c90,Hot Rolling Sludge,ProductFlow,Production residues in life cycle / Hazardous waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e0c2b408-7dca-41de-ad53-2d7975838e87,Aluminum scrap,ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e0f56c8b-2a34-4e05-b668-9cbc65ce6f4d,Waste for recovery (unspecific),ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e12a5d26-dbc4-427c-a92e-3fdaf349df9f,Thorium-228,ElementaryFlow,Elementary flows / Emission to water,kBq,014274-82-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e142b577-e934-4085-9a07-3983d4d92afb,Chromium,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e1ea501a-7c9f-4cc6-a194-22543ab1b941,Acidity, unspecified,ElementaryFlow,Elementary flows / Emission to water,kg,012408-02-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e2a4c2f8-3671-47e7-8649-f5e97a4ad32e,Copper,ElementaryFlow,Elementary flows / Emission to water,kg,007440-50-8,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e2c3a1e9-f431-4936-a6d5-24c7f6552885,Ethane, 1,2-dichloro-,ElementaryFlow,Elementary flows / Emission to water,kg,000107-06-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e3569b8d-34ca-4712-93b5-b0d81f955663,Sulfur oxides,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e3e8f6a2-c45e-4685-9859-698b2eadaf5b,Acetaldehyde,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e429b852-e421-4fcb-8a9b-b0241863bfb2,Cadmium,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e529c930-e3c6-4d2d-8a96-f052ec23f2e7,Mercury,ElementaryFlow,Elementary flows / Emission to water,kg,007439-97-6,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e56be94e-91e2-4f97-83ab-d9681318d290,Paraquat,ElementaryFlow,Elementary flows / Emission to air,kg,004685-14-7,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e5a181b4-6dce-465d-bcc5-2f2a5f5b4376,Dicamba,ElementaryFlow,Elementary flows / Emission to water,kg,001918-00-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e5ba3517-a93f-422e-9ce2-f1007fcf6c06,Methane, trifluoro-, HFC-23,ElementaryFlow,Elementary flows / Emission to air,kg,000075-46-7,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e5cf113b-af17-4b49-a15a-105b94f49096,Terbufos,ElementaryFlow,Elementary flows / Emission to air,kg,013071-79-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e6183e67-e45e-4d8d-a9ec-85ba8d7d1600,Xenon-131m,ElementaryFlow,Elementary flows / Emission to air,kBq,378784-67-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e681e6ba-2d66-4f17-8812-e8c74bdcf7e8,Calcium,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e69510c5-d9c6-42aa-a6cb-ff6336b3eae4,Cobalt,ElementaryFlow,Elementary flows / Emission to water,kg,007440-48-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e7881581-21b3-4f5c-bd63-6b0684b5e712,Chromium,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e794472e-5ee2-4f30-8522-deadba411a79,Atrazine,ElementaryFlow,Elementary flows / Emission to air,kg,001912-24-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e79e03c3-5b19-45f6-b3f3-bf710c6663d2,Nitrogen fluoride,ElementaryFlow,Elementary flows / Emission to air,kg,007783-54-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e7e71a5e-e401-4c99-9552-33f837d361a7,Isophorone,ElementaryFlow,Elementary flows / Emission to air,kg,000078-59-1,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e7edd471-6c72-42b0-8c2b-8dc9f1959c63,Argon-41,ElementaryFlow,Elementary flows / Emission to air,kBq,014163-25-8,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e80bed31-0499-4660-b9fb-f161b8eea835,Sinter / Pellet Dust,ProductFlow,Production residues in life cycle / Hazardous waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e839f221-2958-425e-b113-b3a5b12ca226,Radium-226,ElementaryFlow,Elementary flows / Emission to water,kBq,013982-63-3,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e87f039d-d9ce-4242-ac18-c9284cc80f3d,Ethane, 1,1,1,2-tetrafluoro-, HFC-134a,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e9e856c2-868e-435e-8425-8df1c9297cfc,Lead,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e9e9c8e4-0622-4d8a-a0d1-16dcfbba34f6,Recycling goods,ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
eb3a772f-958c-4b2e-8d0c-68d98459f70f,Naphthalene,ElementaryFlow,Elementary flows / Emission to water,kg,000091-20-3,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
eba59fd6-f37e-41dc-9ca3-c7ea22d602c7,Carbon dioxide, non-fossil,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ebb88ef4-50ab-4e3b-9251-c5fcdf6b4768,Silver,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ec72c523-9e1a-466a-98c3-e4098e90fd27,Colemanite, in ground,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ec76fb5c-b402-416b-825c-53e074fe7525,COD, Chemical Oxygen Demand,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ec8144d6-d123-43b1-9c17-a295422a0498,Copper,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
eca23d30-748f-43dc-86b7-c833ccba8a1c,1-Butene,ElementaryFlow,Elementary flows / Emission to air,kg,000106-98-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ed2d49f8-110d-4db4-9488-f61c349e6117,Mercury,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ede5b226-74c2-43d3-a09b-adac99249a77,Chemicals (unspecified),ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
edf1afb4-95cd-4482-b00d-6c814e08c807,Acetochlor,ElementaryFlow,Elementary flows / Emission to air,kg,034256-82-1,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ee7bd742-0952-47c1-bca1-f4e4bcd1780a,Nitrogenous Matter, unspecified, as N,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ee99ff67-8df3-4e50-b118-a7f3f1af224b,Steel scrap (external supply),ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
eeaa554c-edc0-4b69-8737-170ac48f6de1,Boron,ElementaryFlow,Elementary flows / Emission to water,kg,007440-42-8,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ef415e30-00ef-43ca-ad5a-d1adc013e624,Production residues (unspecified),ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ef8d2a28-91cb-406d-ac43-c839f116b04d,Selenium,ElementaryFlow,Elementary flows / Resource,kg,007782-49-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f012d2d5-ebb4-4531-8285-0b98af3dcbd4,BOD5, Biological Oxygen Demand,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f069e9b3-0fb0-4e2c-adc7-bb7df6580cc7,Magnesium,ElementaryFlow,Elementary flows / Emission to water,kg,007439-95-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f0839df0-73ed-46ce-9277-fc494846bcd8,Inorganic dissolved matter (unspecified),ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f0e28a62-ddf9-4c93-af81-676a58c3f2d4,Cobalt,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f1bdb3e1-1235-4939-a4a0-6383caa42c63,Water (river water from technosphere, waste water),ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f2257f56-3ca5-41a9-b1e8-da1e18d43738,Ethane, 1,2-dibromo-,ElementaryFlow,Elementary flows / Emission to water,kg,000106-93-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f24aafe3-8c41-466a-97c8-001dd37c60de,Waste (solid),ProductFlow,Production residues in life cycle / Waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f2d5f01a-3e16-4a6c-a3dc-f6ee9a728957,Toluene,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f2d84834-d0b3-42e5-b41a-f04cc80337a4,Heat, waste,ElementaryFlow,Elementary flows / Emission to air,MJ,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f2e74872-f56d-4e49-8dfd-1428c6fbd59c,Helium,ElementaryFlow,Elementary flows / Emission to air,kg,007440-59-7,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f3d5fd96-8805-4d3d-867a-5df27975b07f,Acetone,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f46cd45b-b457-41f3-bd08-1ab41bd796e5,Steel sections,ProductFlow,Materials production / Metals and semimetals,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f57c9ecc-13d9-4e3f-8b4b-5b719149ed28,Non Hazardous non organic waste for disposal (unspecific sludges and dusts),ProductFlow,Production residues in life cycle / Waste for disposal,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f580957b-a6b3-4a90-92d0-201d8323cd57,Water (sea water from technosphere, cooling water),ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f5aa8364-8feb-4e1b-a9d0-2ceffa388306,Antimony,ElementaryFlow,Elementary flows / Emission to water,kg,007440-36-0,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f5e7f3b4-6423-4914-bb36-d6f52b8e5dbb,Xenon-135,ElementaryFlow,Elementary flows / Emission to air,kBq,014995-62-1,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f68f00b8-2057-476e-88c8-1d92b5af0889,Antimony-124,ElementaryFlow,Elementary flows / Emission to water,kBq,014683-10-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f7519ca9-5ffc-41c3-a33e-806da82cfc0e,Clay, unspecified, in ground,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f7eca11f-546f-4712-ad80-724254685596,Mercury,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f81426cd-fb74-4265-bffc-c97566623bf5,Dicamba,ElementaryFlow,Elementary flows / Emission to air,kg,001918-00-9,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f838aec9-cb26-4597-bb6f-478cdf32e32a,Water Cooling fresh,ElementaryFlow,Elementary flows / Resource,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f85eb4eb-3342-4283-a8ad-4d2c94e5aae2,Energy, primary, from geothermal,ElementaryFlow,Elementary flows / Resource,MJ,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
f92cd1d9-f342-43b4-8d38-a787c945c0d5,Energy, primary, from solar energy,ElementaryFlow,Elementary flows / Resource,MJ,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fadaaa0e-6cd2-43af-b3fd-4f3b92ca72e2,Phenol,ElementaryFlow,Elementary flows / Emission to water,kg,000108-95-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fb9622a6-2fc3-42a7-ae7c-a74bdb20abba,Carbofuran,ElementaryFlow,Elementary flows / Emission to water,kg,001563-66-2,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fba667e1-6609-4d25-84b2-ac5d6ccc1f72,Hydrocyanic acid,ElementaryFlow,Elementary flows / Emission to water,kg,000074-90-8,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fbf6ab3a-74e3-4cbe-b61d-959728bdce46,Chloroform,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fc84887d-158e-4067-80dc-9743165bd70d,Arsenic,ElementaryFlow,Elementary flows / Emission to soil,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fd2745dc-fcfb-4096-b370-6944b5dc7286,Nitrogenous Matter, Kjeldahl, as N,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fd61d155-3b34-46d5-8769-efb3e806f545,Mercury,ElementaryFlow,Elementary flows / Emission to water,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fd7aa71c-508c-480d-81a6-8052aad92646,Sulfur dioxide,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fdefdf7a-897d-4213-ba2c-4e04d560fb00,Hydrogen peroxide,ElementaryFlow,Elementary flows / Emission to water,kg,007722-84-1,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fe0acd60-3ddc-11dd-ae59-0050c2490048,Water, ground,ElementaryFlow,Elementary flows / Resource,kg,007732-18-5,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
fe85df5c-5587-4a5f-a33b-c6e2b240e238,Xenon-133,ElementaryFlow,Elementary flows / Emission to air,kBq,014932-42-4,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ff65658c-2d39-44a2-b23e-7ec3c644f064,Aluminium,ElementaryFlow,Elementary flows / Emission to air,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
ffd105a3-1ae2-4af3-b7b0-ebceb224fd40,Slag (containing precious metal),ProductFlow,Production residues in life cycle / Waste for recovery,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
4f1a3f32-7b3b-11dd-ad8b-0800200c9a66,waste incineration of biodegradable waste fraction in municipal solid waste (MSW),ProductFlow,End-of-life treatment / Energy recycling,kg,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
c5a6072c-830d-4207-a553-deb95d4cb70b,process steam from waste incineration,ProductFlow,Energy carriers and technologies / Heat and steam,MJ,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
e96f2d0c-de79-4572-a432-0bc61d32d36a,electricity from waste incineration,ProductFlow,Energy carriers and technologies / Electricity,MJ,,reference,ILCD/IDEMAT background flow (metals/EoL import).,,
9575e5d0-f865-4ad1-9d98-6b0d6e275780,Water to turbine,ElementaryFlow,Resources / Resources from water,m3,7732-18-5,reference,ILCD background flow.,Sphera,Sphera Managed LCA Content (MLC)
c506b970-7b92-452f-8d6f-05d4f203d958,lake water,ElementaryFlow,Resources / Resources from water,m3,7732-18-5,reference,ILCD background flow.,Sphera,Sphera Managed LCA Content (MLC)
5fdac403-9f2c-4a10-b8d6-5367cc9d2d9b,freshwater,ElementaryFlow,Resources / Resources from water,m3,7732-18-5,reference,ILCD background flow.,Sphera,Sphera Managed LCA Content (MLC)
805a7346-1664-4483-afe3-4b224be5e361,river water,ElementaryFlow,Resources / Resources from water,m3,7732-18-5,reference,ILCD background flow.,Sphera,Sphera Managed LCA Content (MLC)
4f462198-40cd-4184-8733-86648a20dc3f,ground water,ElementaryFlow,Resources / Resources from water,m3,7732-18-5,reference,ILCD background flow.,Sphera,Sphera Managed LCA Content (MLC)
419682fe-60fb-4b43-be89-bf2824b51104,water,ElementaryFlow,Resources / Resources from water,m3,7732-18-5,reference,ILCD background flow.,Sphera,Sphera Managed LCA Content (MLC)
9c43554c-f5e1-47dd-a5ab-c792f4b6b218,Ground water; extreme scarcity,ElementaryFlow,Resources / Resources from water,kg,007732-18-5,reference,ILCD background flow.,Sphera,Sphera Managed LCA Content (MLC)
64f06446-81fd-4e42-b454-9c326b66ca24,Ground water; high scarcity,ElementaryFlow,Resources / Resources from water,kg,007732-18-5,reference,ILCD background flow.,Sphera,Sphera Managed LCA Content (MLC)
