from_id,to_id,amount,unit,direction,location,quantitativeReference,ratioToReference,dataMaturity
PROC_ALU_EXTRUSION_EF,eb84226d-129f-49d8-8d69-cc484b7a6cbf,7.97850443925345E-8,m2*a,input,RS,false,7.97850443925345E-08,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,b6d6d67f-a3c4-4292-93cf-0454339ace53,8.19211732485867E-9,m2,input,MX,false,8.19211732485867E-09,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,1c6a1585-0329-4134-aa24-b0aca0c5af11,3.85566769159453E-21,m2*a,input,,false,3.85566769159453E-21,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,25a53117-7717-41f6-9085-64b1728c9b0d,2.44052149186268E-10,m2,input,CZ,false,2.44052149186268E-10,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,e412ed0d-8a14-4eea-a9f5-f966517360c0,0.001992288039379169,m3,input,AU,false,0.00199228803937917,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,f62266ab-2385-45b1-beb6-cbdbafaeb00b,1.5504620069665E-5,m3,input,ID,false,1.5504620069665E-05,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,933debfd-2aa5-4a35-b07b-2732350ea29c,4.90504073529445E-11,m2,input,MY,false,4.90504073529445E-11,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,eb84226d-129f-49d8-8d69-cc484b7a6cbf,3.50160828356196E-7,m2*a,input,RO,false,3.50160828356196E-07,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,97990d8f-aae4-41ea-afb4-c62d2bcfea3b,0.00109519932977717,m2*a,input,PL,false,0.00109519932977717,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,fe0acd60-3ddc-11dd-ae5a-0050c2490048,5.63363973155398E-7,m3,input,SE,false,5.63363973155398E-07,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,a687e5df-4694-4151-ba84-0722481d6fdf,3.42446963226359E-17,m2,input,,false,3.42446963226359E-17,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,eb84226d-129f-49d8-8d69-cc484b7a6cbf,1.32950677659496E-7,m2*a,input,MY,false,1.32950677659496E-07,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,f49ad273-9482-453c-8bdb-dadf8751e3ae,5.16132865168621E-6,m2,input,ES,false,5.16132865168621E-06,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,6e70f994-480b-4836-a605-5f958a3d7ea4,8.68411684812383E-24,m3,input,MY,false,8.68411684812383E-24,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,f62266ab-2385-45b1-beb6-cbdbafaeb00b,6.06462085474195E-8,m3,input,BR,false,6.06462085474195E-08,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,1a00b335-af6e-47db-bc23-012f2c0642ab,5.72061766218968E-11,m2,input,KR,false,5.72061766218968E-11,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,3d6ecf59-2f58-40a9-a385-fcfd8dac0b24,1.18511321471553E-20,m2,input,ZA,false,1.18511321471553E-20,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,8af79474-1d57-4251-a878-c2973b2814e6,4.22759352762178E-11,m2,input,US,false,4.22759352762178E-11,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,b0744c5e-9859-470f-99dc-b117be5a32c5,4.78930529472226E-8,m2*a,input,TR,false,4.78930529472226E-08,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,9fcab08d-c0e9-490f-b594-ee023a78d5c7,3.48598074571595E-8,m2,input,IN,false,3.48598074571595E-08,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,041ff933-6556-11dd-ad8b-0800200c9a66,3.249190680056089E-4,kg,input,,false,0.000324919068005609,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,e29e7755-623d-47fb-b2ac-c0615a1b709f,1.72029300862052E-10,m2,input,IN,false,1.72029300862052E-10,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,9699a63f-c966-43a4-816c-b1fbbf0a3e88,1.33154836560201E-11,m2,input,SL,false,1.33154836560201E-11,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,64faa7b1-e114-497a-b584-f4659e7115e4,6.14577929938631E-9,m2,input,DK,false,6.14577929938631E-09,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,64faa7b1-e114-497a-b584-f4659e7115e4,2.15758158942087E-10,m2,input,CA,false,2.15758158942087E-10,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,87334803-fa5b-4c21-b52c-de9d79d806f8,1.97006645916902E-6,m2,input,GB,false,1.97006645916902E-06,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,ceabbb26-5d70-41f2-81bd-c1b096dc0931,9.46303898655882E-4,m2*a,input,MY,false,0.000946303898655882,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,9699a63f-c966-43a4-816c-b1fbbf0a3e88,1.16443214799232E-8,m2,input,CZ,false,1.16443214799232E-08,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,42378359-15eb-4e60-8f72-b796b9d71e69,1.18237601612723E-11,m2*a,input,VE,false,1.18237601612723E-11,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,8af79474-1d57-4251-a878-c2973b2814e6,6.50077965550004E-13,m2,input,AU,false,6.50077965550004E-13,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,f62266ab-2385-45b1-beb6-cbdbafaeb00b,3.87523677757978E-5,m3,input,ZA,false,3.87523677757978E-05,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,616ab5c3-116f-4fbb-bc6b-196318afe5be,5.1574605481097E-8,m2*a,input,NO,false,5.1574605481097E-08,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,25a53117-7717-41f6-9085-64b1728c9b0d,4.45952931679828E-7,m2,input,IT,false,4.45952931679828E-07,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,91e86b1f-98b2-433a-8356-cfc2b2b2a7c4,1.71053981856887E-6,m2,input,DE,false,1.71053981856887E-06,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,e412ed0d-8a14-4eea-a9f5-f966517360c0,4.19956734717615E-5,m3,input,AR,false,4.19956734717615E-05,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,1729ef88-6556-11dd-ad8b-0800200c9a66,3.9818936233186E-5,m3,input,MX,false,3.9818936233186E-05,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,1729ef88-6556-11dd-ad8b-0800200c9a66,0.00254586426625524,m3,input,ES,false,0.00254586426625524,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,848d055d-88c2-4926-9ddd-1671887c4e2f,1.00579825102124E-8,m2,input,CZ,false,1.00579825102124E-08,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,6d205e19-e6c2-4090-b138-01a1b9326a76,5.16132865168621E-6,m2,input,ES,false,5.16132865168621E-06,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,1729ef88-6556-11dd-ad8b-0800200c9a66,2.66392944978804E-4,m3,input,US,false,0.000266392944978804,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,aeea42cc-4215-465f-981f-ae2ab387fbb9,1.24994168207745E-6,m2,input,PL,false,1.24994168207745E-06,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,64faa7b1-e114-497a-b584-f4659e7115e4,1.54456676879121E-11,m2,input,KR,false,1.54456676879121E-11,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,616ab5c3-116f-4fbb-bc6b-196318afe5be,2.58357039540253E-10,m2*a,input,NZ,false,2.58357039540253E-10,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,e412ed0d-8a14-4eea-a9f5-f966517360c0,0.004411787112620252,m3,input,US,false,0.00441178711262025,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,616ab5c3-116f-4fbb-bc6b-196318afe5be,1.39223876399286E-5,m2*a,input,US,false,1.39223876399286E-05,background_LCI_secondary_ILCD
PROC_ALU_EXTRUSION_EF,848d055d-88c2-4926-9ddd-1671887c4e2f,1.20725269531903E-11,m2,input,MK,false,1.20725269531903E-11,background_LCI_secondary_ILCD
